wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: ewijaya to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run c2mc7zxw
wandb: Tracking run with wandb version 0.25.0
wandb: Run data is saved locally in /home/ubuntu/storage1/recursive-mol/src/wandb/run-20260311_093524-c2mc7zxw
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run nlp-d6-ReluSquared
wandb: ⭐️ View project at https://wandb.ai/ewijaya/recursive-mol
wandb: 🚀 View run at https://wandb.ai/ewijaya/recursive-mol/runs/c2mc7zxw
Track: nlp
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 2,621,440
  value_embeds            : 7,864,320
  lm_head                 : 2,621,440
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 21,709,292
Estimated FLOPs per token: 9.879840e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010832 | lrm: 1.00 | dt: 3078ms | tok/sec: 21,291 | mfu: 1.7% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.107068 | lrm: 1.00 | dt: 1119ms | tok/sec: 58,569 | mfu: 4.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.941732 | lrm: 1.00 | dt: 231ms | tok/sec: 284,141 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.699428 | lrm: 1.00 | dt: 231ms | tok/sec: 284,195 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.381448 | lrm: 1.00 | dt: 231ms | tok/sec: 284,127 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.092753 | lrm: 1.00 | dt: 231ms | tok/sec: 284,159 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.842661 | lrm: 1.00 | dt: 231ms | tok/sec: 283,977 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.618115 | lrm: 1.00 | dt: 231ms | tok/sec: 284,202 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.422807 | lrm: 1.00 | dt: 231ms | tok/sec: 283,954 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.252739 | lrm: 1.00 | dt: 231ms | tok/sec: 283,910 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.100643 | lrm: 1.00 | dt: 231ms | tok/sec: 284,256 | mfu: 22.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.967200 | lrm: 1.00 | dt: 231ms | tok/sec: 284,011 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.847651 | lrm: 1.00 | dt: 231ms | tok/sec: 283,905 | mfu: 22.4% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 6.743029 | lrm: 1.00 | dt: 231ms | tok/sec: 283,821 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.641575 | lrm: 1.00 | dt: 231ms | tok/sec: 284,036 | mfu: 22.4% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.553241 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 6.472402 | lrm: 1.00 | dt: 231ms | tok/sec: 284,286 | mfu: 22.5% | epoch: 1 | remaining: 299s    
step 00017 (0.5%) | loss: 6.398868 | lrm: 1.00 | dt: 230ms | tok/sec: 284,391 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00018 (0.5%) | loss: 6.334424 | lrm: 1.00 | dt: 230ms | tok/sec: 284,609 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00019 (0.6%) | loss: 6.270594 | lrm: 1.00 | dt: 230ms | tok/sec: 284,542 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00020 (0.7%) | loss: 6.213929 | lrm: 1.00 | dt: 230ms | tok/sec: 284,595 | mfu: 22.5% | epoch: 1 | remaining: 298s    
step 00021 (0.8%) | loss: 6.159088 | lrm: 1.00 | dt: 230ms | tok/sec: 284,465 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00022 (0.8%) | loss: 6.107902 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00023 (0.9%) | loss: 6.059603 | lrm: 1.00 | dt: 230ms | tok/sec: 284,704 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00024 (1.0%) | loss: 6.020226 | lrm: 1.00 | dt: 230ms | tok/sec: 284,510 | mfu: 22.5% | epoch: 1 | remaining: 297s    
step 00136 (9.6%) | loss: 4.479564 | lrm: 1.00 | dt: 230ms | tok/sec: 284,394 | mfu: 22.5% | epoch: 1 | remaining: 271s    
step 00137 (9.7%) | loss: 4.471277 | lrm: 1.00 | dt: 230ms | tok/sec: 284,389 | mfu: 22.5% | epoch: 1 | remaining: 271s    
step 00138 (9.8%) | loss: 4.462975 | lrm: 1.00 | dt: 230ms | tok/sec: 284,381 | mfu: 22.5% | epoch: 1 | remaining: 271s    
step 00139 (9.8%) | loss: 4.453100 | lrm: 1.00 | dt: 230ms | tok/sec: 284,747 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00140 (9.9%) | loss: 4.442867 | lrm: 1.00 | dt: 230ms | tok/sec: 284,384 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00141 (10.0%) | loss: 4.441267 | lrm: 1.00 | dt: 230ms | tok/sec: 284,467 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00142 (10.1%) | loss: 4.426799 | lrm: 1.00 | dt: 231ms | tok/sec: 284,178 | mfu: 22.5% | epoch: 1 | remaining: 270s    
step 00143 (10.1%) | loss: 4.414072 | lrm: 1.00 | dt: 231ms | tok/sec: 284,153 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00144 (10.2%) | loss: 4.408276 | lrm: 1.00 | dt: 230ms | tok/sec: 284,346 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00145 (10.3%) | loss: 4.399212 | lrm: 1.00 | dt: 230ms | tok/sec: 284,729 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00146 (10.4%) | loss: 4.386728 | lrm: 1.00 | dt: 230ms | tok/sec: 284,438 | mfu: 22.5% | epoch: 1 | remaining: 269s    
step 00147 (10.4%) | loss: 4.381469 | lrm: 1.00 | dt: 230ms | tok/sec: 284,407 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00148 (10.5%) | loss: 4.378354 | lrm: 1.00 | dt: 230ms | tok/sec: 284,478 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00149 (10.6%) | loss: 4.374032 | lrm: 1.00 | dt: 230ms | tok/sec: 284,384 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00150 (10.7%) | loss: 4.363711 | lrm: 1.00 | dt: 230ms | tok/sec: 284,505 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00151 (10.8%) | loss: 4.361280 | lrm: 1.00 | dt: 230ms | tok/sec: 284,541 | mfu: 22.5% | epoch: 1 | remaining: 268s    
step 00152 (10.8%) | loss: 4.352352 | lrm: 1.00 | dt: 230ms | tok/sec: 284,372 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00153 (10.9%) | loss: 4.344384 | lrm: 1.00 | dt: 230ms | tok/sec: 284,628 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00154 (11.0%) | loss: 4.328713 | lrm: 1.00 | dt: 230ms | tok/sec: 284,519 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00155 (11.1%) | loss: 4.320547 | lrm: 1.00 | dt: 230ms | tok/sec: 284,377 | mfu: 22.5% | epoch: 1 | remaining: 267s    
step 00156 (11.1%) | loss: 4.304691 | lrm: 1.00 | dt: 230ms | tok/sec: 284,555 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00157 (11.2%) | loss: 4.302022 | lrm: 1.00 | dt: 230ms | tok/sec: 284,436 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00158 (11.3%) | loss: 4.294726 | lrm: 1.00 | dt: 230ms | tok/sec: 284,571 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00159 (11.4%) | loss: 4.291937 | lrm: 1.00 | dt: 230ms | tok/sec: 284,482 | mfu: 22.5% | epoch: 1 | remaining: 266s    
step 00160 (11.4%) | loss: 4.285503 | lrm: 1.00 | dt: 231ms | tok/sec: 284,292 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00161 (11.5%) | loss: 4.279896 | lrm: 1.00 | dt: 230ms | tok/sec: 284,410 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00162 (11.6%) | loss: 4.280049 | lrm: 1.00 | dt: 230ms | tok/sec: 284,495 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00163 (11.7%) | loss: 4.271005 | lrm: 1.00 | dt: 230ms | tok/sec: 284,337 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00164 (11.8%) | loss: 4.260131 | lrm: 1.00 | dt: 230ms | tok/sec: 284,356 | mfu: 22.5% | epoch: 1 | remaining: 265s    
step 00165 (11.8%) | loss: 4.253614 | lrm: 1.00 | dt: 230ms | tok/sec: 284,384 | mfu: 22.5% | epoch: 1 | remaining: 264s    
step 00166 (11.9%) | loss: 4.246130 | lrm: 1.00 | dt: 231ms | tok/sec: 284,105 | mfu: 22.5% | epoch: 1 | remaining: 264s    
step 00167 (12.0%) | loss: 4.239822 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 264s    
step 00168 (12.1%) | loss: 4.234160 | lrm: 1.00 | dt: 230ms | tok/sec: 284,408 | mfu: 22.5% | epoch: 1 | remaining: 264s    
step 00169 (12.1%) | loss: 4.226612 | lrm: 1.00 | dt: 230ms | tok/sec: 284,630 | mfu: 22.5% | epoch: 1 | remaining: 263s    
step 00170 (12.2%) | loss: 4.234122 | lrm: 1.00 | dt: 230ms | tok/sec: 284,569 | mfu: 22.5% | epoch: 1 | remaining: 263s    
step 00171 (12.3%) | loss: 4.227127 | lrm: 1.00 | dt: 230ms | tok/sec: 284,521 | mfu: 22.5% | epoch: 1 | remaining: 263s    
step 00172 (12.4%) | loss: 4.220532 | lrm: 1.00 | dt: 231ms | tok/sec: 284,222 | mfu: 22.5% | epoch: 1 | remaining: 263s    
step 00173 (12.4%) | loss: 4.210861 | lrm: 1.00 | dt: 231ms | tok/sec: 284,303 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00174 (12.5%) | loss: 4.206830 | lrm: 1.00 | dt: 230ms | tok/sec: 284,323 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00175 (12.6%) | loss: 4.192942 | lrm: 1.00 | dt: 230ms | tok/sec: 284,529 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00176 (12.7%) | loss: 4.194074 | lrm: 1.00 | dt: 230ms | tok/sec: 284,492 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00177 (12.8%) | loss: 4.186001 | lrm: 1.00 | dt: 230ms | tok/sec: 284,648 | mfu: 22.5% | epoch: 1 | remaining: 262s    
step 00178 (12.8%) | loss: 4.182448 | lrm: 1.00 | dt: 230ms | tok/sec: 284,645 | mfu: 22.5% | epoch: 1 | remaining: 261s    
step 00179 (12.9%) | loss: 4.170714 | lrm: 1.00 | dt: 230ms | tok/sec: 284,440 | mfu: 22.5% | epoch: 1 | remaining: 261s    
step 00180 (13.0%) | loss: 4.164179 | lrm: 1.00 | dt: 231ms | tok/sec: 284,238 | mfu: 22.5% | epoch: 1 | remaining: 261s    
step 00181 (13.1%) | loss: 4.158780 | lrm: 1.00 | dt: 230ms | tok/sec: 284,491 | mfu: 22.5% | epoch: 1 | remaining: 261s    
step 00182 (13.1%) | loss: 4.159696 | lrm: 1.00 | dt: 230ms | tok/sec: 284,651 | mfu: 22.5% | epoch: 1 | remaining: 260s    
step 00183 (13.2%) | loss: 4.158394 | lrm: 1.00 | dt: 231ms | tok/sec: 284,280 | mfu: 22.5% | epoch: 1 | remaining: 260s    
step 00184 (13.3%) | loss: 4.158551 | lrm: 1.00 | dt: 230ms | tok/sec: 284,468 | mfu: 22.5% | epoch: 1 | remaining: 260s    
step 00185 (13.4%) | loss: 4.148324 | lrm: 1.00 | dt: 230ms | tok/sec: 284,550 | mfu: 22.5% | epoch: 1 | remaining: 260s    
step 00186 (13.4%) | loss: 4.143848 | lrm: 1.00 | dt: 230ms | tok/sec: 284,367 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00187 (13.5%) | loss: 4.134195 | lrm: 1.00 | dt: 230ms | tok/sec: 284,402 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00188 (13.6%) | loss: 4.130591 | lrm: 1.00 | dt: 231ms | tok/sec: 284,238 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00189 (13.7%) | loss: 4.125581 | lrm: 1.00 | dt: 230ms | tok/sec: 284,327 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00190 (13.7%) | loss: 4.114004 | lrm: 1.00 | dt: 230ms | tok/sec: 284,546 | mfu: 22.5% | epoch: 1 | remaining: 259s    
step 00191 (13.8%) | loss: 4.107877 | lrm: 1.00 | dt: 231ms | tok/sec: 284,154 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00192 (13.9%) | loss: 4.101570 | lrm: 1.00 | dt: 230ms | tok/sec: 284,442 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00193 (14.0%) | loss: 4.099914 | lrm: 1.00 | dt: 231ms | tok/sec: 284,301 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00194 (14.1%) | loss: 4.093550 | lrm: 1.00 | dt: 230ms | tok/sec: 284,565 | mfu: 22.5% | epoch: 1 | remaining: 258s    
step 00195 (14.1%) | loss: 4.084587 | lrm: 1.00 | dt: 231ms | tok/sec: 284,239 | mfu: 22.5% | epoch: 1 | remaining: 257s    
step 00196 (14.2%) | loss: 4.077684 | lrm: 1.00 | dt: 230ms | tok/sec: 284,464 | mfu: 22.5% | epoch: 1 | remaining: 257s    
step 00197 (14.3%) | loss: 4.062956 | lrm: 1.00 | dt: 231ms | tok/sec: 284,258 | mfu: 22.5% | epoch: 1 | remaining: 257s    
step 00198 (14.4%) | loss: 4.058757 | lrm: 1.00 | dt: 230ms | tok/sec: 284,418 | mfu: 22.5% | epoch: 1 | remaining: 257s    
step 00199 (14.4%) | loss: 4.057814 | lrm: 1.00 | dt: 230ms | tok/sec: 284,570 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00200 (14.5%) | loss: 4.061793 | lrm: 1.00 | dt: 230ms | tok/sec: 284,684 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00201 (14.6%) | loss: 4.065509 | lrm: 1.00 | dt: 230ms | tok/sec: 284,403 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00202 (14.7%) | loss: 4.059497 | lrm: 1.00 | dt: 230ms | tok/sec: 284,380 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00203 (14.7%) | loss: 4.066326 | lrm: 1.00 | dt: 230ms | tok/sec: 284,409 | mfu: 22.5% | epoch: 1 | remaining: 256s    
step 00204 (14.8%) | loss: 4.059331 | lrm: 1.00 | dt: 230ms | tok/sec: 284,441 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00205 (14.9%) | loss: 4.055634 | lrm: 1.00 | dt: 230ms | tok/sec: 284,498 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00206 (15.0%) | loss: 4.053540 | lrm: 1.00 | dt: 230ms | tok/sec: 284,381 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00207 (15.1%) | loss: 4.040031 | lrm: 1.00 | dt: 230ms | tok/sec: 284,475 | mfu: 22.5% | epoch: 1 | remaining: 255s    
step 00208 (15.1%) | loss: 4.033083 | lrm: 1.00 | dt: 231ms | tok/sec: 284,206 | mfu: 22.5% | epoch: 1 | remaining: 254s    
step 00209 (15.2%) | loss: 4.035953 | lrm: 1.00 | dt: 231ms | tok/sec: 284,080 | mfu: 22.5% | epoch: 1 | remaining: 254s    
step 00210 (15.3%) | loss: 4.034973 | lrm: 1.00 | dt: 230ms | tok/sec: 284,456 | mfu: 22.5% | epoch: 1 | remaining: 254s    
step 00211 (15.4%) | loss: 4.030772 | lrm: 1.00 | dt: 230ms | tok/sec: 284,335 | mfu: 22.5% | epoch: 1 | remaining: 254s    
step 00212 (15.4%) | loss: 4.023911 | lrm: 1.00 | dt: 230ms | tok/sec: 284,476 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00213 (15.5%) | loss: 4.025156 | lrm: 1.00 | dt: 230ms | tok/sec: 284,331 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00214 (15.6%) | loss: 4.027233 | lrm: 1.00 | dt: 230ms | tok/sec: 284,442 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00215 (15.7%) | loss: 4.016560 | lrm: 1.00 | dt: 230ms | tok/sec: 284,391 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00216 (15.7%) | loss: 4.004262 | lrm: 1.00 | dt: 230ms | tok/sec: 284,381 | mfu: 22.5% | epoch: 1 | remaining: 253s    
step 00217 (15.8%) | loss: 4.000443 | lrm: 1.00 | dt: 230ms | tok/sec: 284,348 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00218 (15.9%) | loss: 3.989994 | lrm: 1.00 | dt: 230ms | tok/sec: 284,667 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00219 (16.0%) | loss: 3.986769 | lrm: 1.00 | dt: 230ms | tok/sec: 284,494 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00220 (16.1%) | loss: 3.982314 | lrm: 1.00 | dt: 231ms | tok/sec: 284,259 | mfu: 22.5% | epoch: 1 | remaining: 252s    
step 00221 (16.1%) | loss: 3.980506 | lrm: 1.00 | dt: 230ms | tok/sec: 284,482 | mfu: 22.5% | epoch: 1 | remaining: 251s    
step 00222 (16.2%) | loss: 3.986983 | lrm: 1.00 | dt: 230ms | tok/sec: 284,610 | mfu: 22.5% | epoch: 1 | remaining: 251s    
step 00223 (16.3%) | loss: 3.987197 | lrm: 1.00 | dt: 230ms | tok/sec: 284,509 | mfu: 22.5% | epoch: 1 | remaining: 251s    
step 00224 (16.4%) | loss: 3.997108 | lrm: 1.00 | dt: 231ms | tok/sec: 284,295 | mfu: 22.5% | epoch: 1 | remaining: 251s    
step 00225 (16.4%) | loss: 3.989539 | lrm: 1.00 | dt: 231ms | tok/sec: 284,261 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00226 (16.5%) | loss: 3.987432 | lrm: 1.00 | dt: 230ms | tok/sec: 284,419 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00227 (16.6%) | loss: 3.991409 | lrm: 1.00 | dt: 230ms | tok/sec: 284,548 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00228 (16.7%) | loss: 3.983466 | lrm: 1.00 | dt: 230ms | tok/sec: 284,459 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00229 (16.7%) | loss: 3.979731 | lrm: 1.00 | dt: 231ms | tok/sec: 284,274 | mfu: 22.5% | epoch: 1 | remaining: 250s    
step 00230 (16.8%) | loss: 3.975482 | lrm: 1.00 | dt: 230ms | tok/sec: 284,543 | mfu: 22.5% | epoch: 1 | remaining: 249s    
step 00231 (16.9%) | loss: 3.979475 | lrm: 1.00 | dt: 231ms | tok/sec: 284,149 | mfu: 22.5% | epoch: 1 | remaining: 249s    
step 00232 (17.0%) | loss: 3.984300 | lrm: 1.00 | dt: 230ms | tok/sec: 284,357 | mfu: 22.5% | epoch: 1 | remaining: 249s    
step 00233 (17.1%) | loss: 3.980639 | lrm: 1.00 | dt: 231ms | tok/sec: 284,283 | mfu: 22.5% | epoch: 1 | remaining: 249s    
step 00234 (17.1%) | loss: 3.978583 | lrm: 1.00 | dt: 230ms | tok/sec: 284,551 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00235 (17.2%) | loss: 3.967480 | lrm: 1.00 | dt: 230ms | tok/sec: 284,579 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00236 (17.3%) | loss: 3.963727 | lrm: 1.00 | dt: 231ms | tok/sec: 284,297 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00237 (17.4%) | loss: 3.964377 | lrm: 1.00 | dt: 230ms | tok/sec: 284,392 | mfu: 22.5% | epoch: 1 | remaining: 248s    
step 00238 (17.4%) | loss: 3.967150 | lrm: 1.00 | dt: 230ms | tok/sec: 284,496 | mfu: 22.5% | epoch: 1 | remaining: 247s    
step 00239 (17.5%) | loss: 3.960364 | lrm: 1.00 | dt: 230ms | tok/sec: 284,409 | mfu: 22.5% | epoch: 1 | remaining: 247s    
step 00240 (17.6%) | loss: 3.963422 | lrm: 1.00 | dt: 230ms | tok/sec: 284,483 | mfu: 22.5% | epoch: 1 | remaining: 247s    
step 00241 (17.7%) | loss: 3.964305 | lrm: 1.00 | dt: 231ms | tok/sec: 284,146 | mfu: 22.5% | epoch: 1 | remaining: 247s    
step 00242 (17.7%) | loss: 3.959121 | lrm: 1.00 | dt: 231ms | tok/sec: 284,287 | mfu: 22.5% | epoch: 1 | remaining: 247s    
step 00243 (17.8%) | loss: 3.953053 | lrm: 1.00 | dt: 230ms | tok/sec: 284,544 | mfu: 22.5% | epoch: 1 | remaining: 246s    
step 00244 (17.9%) | loss: 3.942233 | lrm: 1.00 | dt: 230ms | tok/sec: 284,530 | mfu: 22.5% | epoch: 1 | remaining: 246s    
step 00245 (18.0%) | loss: 3.947313 | lrm: 1.00 | dt: 231ms | tok/sec: 284,292 | mfu: 22.5% | epoch: 1 | remaining: 246s    
step 00246 (18.1%) | loss: 3.945043 | lrm: 1.00 | dt: 231ms | tok/sec: 284,306 | mfu: 22.5% | epoch: 1 | remaining: 246s    
step 00247 (18.1%) | loss: 3.936990 | lrm: 1.00 | dt: 230ms | tok/sec: 284,444 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00248 (18.2%) | loss: 3.930264 | lrm: 1.00 | dt: 230ms | tok/sec: 284,666 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00249 (18.3%) | loss: 3.931641 | lrm: 1.00 | dt: 231ms | tok/sec: 284,319 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00250 (18.4%) | loss: 3.932445 | lrm: 1.00 | dt: 230ms | tok/sec: 284,386 | mfu: 22.5% | epoch: 1 | remaining: 245s    
step 00251 (18.4%) | loss: 3.924160 | lrm: 1.00 | dt: 230ms | tok/sec: 284,412 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00252 (18.5%) | loss: 3.915879 | lrm: 1.00 | dt: 230ms | tok/sec: 284,382 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00253 (18.6%) | loss: 3.915726 | lrm: 1.00 | dt: 231ms | tok/sec: 284,265 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00254 (18.7%) | loss: 3.915734 | lrm: 1.00 | dt: 230ms | tok/sec: 284,458 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00255 (18.7%) | loss: 3.919924 | lrm: 1.00 | dt: 230ms | tok/sec: 284,402 | mfu: 22.5% | epoch: 1 | remaining: 244s    
step 00256 (18.8%) | loss: 3.916116 | lrm: 1.00 | dt: 230ms | tok/sec: 284,345 | mfu: 22.5% | epoch: 1 | remaining: 243s    
step 00257 (18.9%) | loss: 3.924554 | lrm: 1.00 | dt: 231ms | tok/sec: 284,205 | mfu: 22.5% | epoch: 1 | remaining: 243s    
step 00258 (19.0%) | loss: 3.923385 | lrm: 1.00 | dt: 230ms | tok/sec: 284,336 | mfu: 22.5% | epoch: 1 | remaining: 243s    
step 00259 (19.0%) | loss: 3.911974 | lrm: 1.00 | dt: 230ms | tok/sec: 284,352 | mfu: 22.5% | epoch: 1 | remaining: 243s    
step 00260 (19.1%) | loss: 3.904986 | lrm: 1.00 | dt: 230ms | tok/sec: 284,389 | mfu: 22.5% | epoch: 1 | remaining: 242s    
step 00261 (19.2%) | loss: 3.904531 | lrm: 1.00 | dt: 231ms | tok/sec: 284,172 | mfu: 22.5% | epoch: 1 | remaining: 242s    
step 00262 (19.3%) | loss: 3.897930 | lrm: 1.00 | dt: 230ms | tok/sec: 284,400 | mfu: 22.5% | epoch: 1 | remaining: 242s    
step 00263 (19.4%) | loss: 3.892255 | lrm: 1.00 | dt: 230ms | tok/sec: 284,323 | mfu: 22.5% | epoch: 1 | remaining: 242s    
step 00264 (19.4%) | loss: 3.891802 | lrm: 1.00 | dt: 230ms | tok/sec: 284,349 | mfu: 22.5% | epoch: 1 | remaining: 241s    
step 00265 (19.5%) | loss: 3.897135 | lrm: 1.00 | dt: 230ms | tok/sec: 284,499 | mfu: 22.5% | epoch: 1 | remaining: 241s    
step 00266 (19.6%) | loss: 3.897078 | lrm: 1.00 | dt: 231ms | tok/sec: 284,257 | mfu: 22.5% | epoch: 1 | remaining: 241s    
step 00267 (19.7%) | loss: 3.900841 | lrm: 1.00 | dt: 231ms | tok/sec: 284,131 | mfu: 22.5% | epoch: 1 | remaining: 241s    
step 00268 (19.7%) | loss: 3.888398 | lrm: 1.00 | dt: 230ms | tok/sec: 284,632 | mfu: 22.5% | epoch: 1 | remaining: 241s    
step 00269 (19.8%) | loss: 3.889625 | lrm: 1.00 | dt: 230ms | tok/sec: 284,590 | mfu: 22.5% | epoch: 1 | remaining: 240s    
step 00270 (19.9%) | loss: 3.896844 | lrm: 1.00 | dt: 230ms | tok/sec: 284,418 | mfu: 22.5% | epoch: 1 | remaining: 240s    
step 00271 (20.0%) | loss: 3.894141 | lrm: 1.00 | dt: 230ms | tok/sec: 284,442 | mfu: 22.5% | epoch: 1 | remaining: 240s    
step 00272 (20.0%) | loss: 3.890816 | lrm: 1.00 | dt: 231ms | tok/sec: 284,300 | mfu: 22.5% | epoch: 1 | remaining: 240s    
step 00273 (20.1%) | loss: 3.886958 | lrm: 1.00 | dt: 231ms | tok/sec: 284,267 | mfu: 22.5% | epoch: 1 | remaining: 239s    
step 00274 (20.2%) | loss: 3.884691 | lrm: 1.00 | dt: 230ms | tok/sec: 284,593 | mfu: 22.5% | epoch: 1 | remaining: 239s    
step 00275 (20.3%) | loss: 3.879582 | lrm: 1.00 | dt: 230ms | tok/sec: 284,347 | mfu: 22.5% | epoch: 1 | remaining: 239s    
step 00276 (20.4%) | loss: 3.872104 | lrm: 1.00 | dt: 230ms | tok/sec: 284,617 | mfu: 22.5% | epoch: 1 | remaining: 239s    
step 00277 (20.4%) | loss: 3.866485 | lrm: 1.00 | dt: 230ms | tok/sec: 284,444 | mfu: 22.5% | epoch: 1 | remaining: 238s    
step 00278 (20.5%) | loss: 3.864507 | lrm: 1.00 | dt: 230ms | tok/sec: 284,441 | mfu: 22.5% | epoch: 1 | remaining: 238s    
step 00279 (20.6%) | loss: 3.864778 | lrm: 1.00 | dt: 231ms | tok/sec: 284,173 | mfu: 22.5% | epoch: 1 | remaining: 238s    
