Track: smiles
Vocab size: 37
Model config: {'sequence_len': 256, 'vocab_size': 37, 'n_layer': 6, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 320, 'window_pattern': 'SSSL', 'activation': 'ReluSquared', 'ffn_mult': 5, 'use_value_embeds': True, 'tie_embed_weights': False}
Parameter counts:
  wte                     : 11,840
  value_embeds            : 35,520
  lm_head                 : 11,840
  transformer_matrices    : 8,602,080
  scalars                 : 12
  total                   : 8,661,292
Estimated FLOPs per token: 5.561568e+07
Scaling AdamW LRs by 1/sqrt(320/768) = 1.549193
Time budget: 300s
Max epochs: 10
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 3.611664 | lrm: 1.00 | dt: 37609ms | tok/sec: 1,742 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00404 (16.3%) | loss: 0.423075 | lrm: 1.00 | dt: 125ms | tok/sec: 525,350 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00405 (16.4%) | loss: 0.420873 | lrm: 1.00 | dt: 125ms | tok/sec: 525,527 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00406 (16.4%) | loss: 0.420585 | lrm: 1.00 | dt: 125ms | tok/sec: 525,603 | mfu: 23.4% | epoch: 1 | remaining: 251s    
step 00407 (16.5%) | loss: 0.420974 | lrm: 1.00 | dt: 125ms | tok/sec: 525,694 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00408 (16.5%) | loss: 0.420394 | lrm: 1.00 | dt: 125ms | tok/sec: 525,145 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00409 (16.6%) | loss: 0.418877 | lrm: 1.00 | dt: 125ms | tok/sec: 524,762 | mfu: 23.3% | epoch: 1 | remaining: 250s    
step 00410 (16.6%) | loss: 0.419404 | lrm: 1.00 | dt: 125ms | tok/sec: 524,298 | mfu: 23.3% | epoch: 1 | remaining: 250s    
step 00411 (16.6%) | loss: 0.420244 | lrm: 1.00 | dt: 125ms | tok/sec: 524,508 | mfu: 23.3% | epoch: 1 | remaining: 250s    
step 00412 (16.7%) | loss: 0.419393 | lrm: 1.00 | dt: 125ms | tok/sec: 525,451 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00413 (16.7%) | loss: 0.417522 | lrm: 1.00 | dt: 125ms | tok/sec: 525,231 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00414 (16.8%) | loss: 0.417063 | lrm: 1.00 | dt: 125ms | tok/sec: 525,497 | mfu: 23.4% | epoch: 1 | remaining: 250s    
step 00415 (16.8%) | loss: 0.417876 | lrm: 1.00 | dt: 125ms | tok/sec: 525,477 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00416 (16.8%) | loss: 0.416816 | lrm: 1.00 | dt: 125ms | tok/sec: 525,873 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00417 (16.9%) | loss: 0.416365 | lrm: 1.00 | dt: 125ms | tok/sec: 525,025 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00418 (16.9%) | loss: 0.414912 | lrm: 1.00 | dt: 125ms | tok/sec: 525,681 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00419 (17.0%) | loss: 0.414005 | lrm: 1.00 | dt: 125ms | tok/sec: 525,386 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00420 (17.0%) | loss: 0.412810 | lrm: 1.00 | dt: 125ms | tok/sec: 525,118 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00421 (17.0%) | loss: 0.412475 | lrm: 1.00 | dt: 125ms | tok/sec: 525,637 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00422 (17.1%) | loss: 0.410995 | lrm: 1.00 | dt: 125ms | tok/sec: 525,341 | mfu: 23.4% | epoch: 1 | remaining: 249s    
step 00423 (17.1%) | loss: 0.411082 | lrm: 1.00 | dt: 125ms | tok/sec: 525,576 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00424 (17.2%) | loss: 0.412268 | lrm: 1.00 | dt: 125ms | tok/sec: 525,757 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00425 (17.2%) | loss: 0.412082 | lrm: 1.00 | dt: 125ms | tok/sec: 525,051 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00426 (17.3%) | loss: 0.411826 | lrm: 1.00 | dt: 125ms | tok/sec: 525,819 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00427 (17.3%) | loss: 0.412912 | lrm: 1.00 | dt: 125ms | tok/sec: 525,564 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00428 (17.3%) | loss: 0.415104 | lrm: 1.00 | dt: 125ms | tok/sec: 525,775 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00429 (17.4%) | loss: 0.418739 | lrm: 1.00 | dt: 125ms | tok/sec: 525,869 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00430 (17.4%) | loss: 0.418120 | lrm: 1.00 | dt: 125ms | tok/sec: 525,687 | mfu: 23.4% | epoch: 1 | remaining: 248s    
step 00431 (17.5%) | loss: 0.417646 | lrm: 1.00 | dt: 125ms | tok/sec: 525,718 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00432 (17.5%) | loss: 0.418028 | lrm: 1.00 | dt: 125ms | tok/sec: 525,144 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00433 (17.5%) | loss: 0.417456 | lrm: 1.00 | dt: 125ms | tok/sec: 524,819 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00434 (17.6%) | loss: 0.417244 | lrm: 1.00 | dt: 125ms | tok/sec: 524,907 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00435 (17.6%) | loss: 0.416595 | lrm: 1.00 | dt: 125ms | tok/sec: 525,653 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00436 (17.7%) | loss: 0.418423 | lrm: 1.00 | dt: 125ms | tok/sec: 525,634 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00437 (17.7%) | loss: 0.417869 | lrm: 1.00 | dt: 125ms | tok/sec: 525,861 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00438 (17.8%) | loss: 0.416758 | lrm: 1.00 | dt: 125ms | tok/sec: 525,788 | mfu: 23.4% | epoch: 1 | remaining: 247s    
step 00439 (17.8%) | loss: 0.416781 | lrm: 1.00 | dt: 125ms | tok/sec: 525,621 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00440 (17.8%) | loss: 0.416928 | lrm: 1.00 | dt: 125ms | tok/sec: 525,295 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00441 (17.9%) | loss: 0.416767 | lrm: 1.00 | dt: 125ms | tok/sec: 524,855 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00442 (17.9%) | loss: 0.416791 | lrm: 1.00 | dt: 125ms | tok/sec: 525,482 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00443 (18.0%) | loss: 0.415306 | lrm: 1.00 | dt: 125ms | tok/sec: 525,762 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00444 (18.0%) | loss: 0.414445 | lrm: 1.00 | dt: 125ms | tok/sec: 525,283 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00445 (18.0%) | loss: 0.412984 | lrm: 1.00 | dt: 125ms | tok/sec: 525,885 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00446 (18.1%) | loss: 0.413269 | lrm: 1.00 | dt: 125ms | tok/sec: 525,548 | mfu: 23.4% | epoch: 1 | remaining: 246s    
step 00447 (18.1%) | loss: 0.414760 | lrm: 1.00 | dt: 125ms | tok/sec: 525,777 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00448 (18.2%) | loss: 0.413935 | lrm: 1.00 | dt: 125ms | tok/sec: 525,589 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00449 (18.2%) | loss: 0.413839 | lrm: 1.00 | dt: 125ms | tok/sec: 525,018 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00450 (18.3%) | loss: 0.415161 | lrm: 1.00 | dt: 125ms | tok/sec: 524,905 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00451 (18.3%) | loss: 0.414298 | lrm: 1.00 | dt: 125ms | tok/sec: 524,959 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00452 (18.3%) | loss: 0.415636 | lrm: 1.00 | dt: 125ms | tok/sec: 525,780 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00453 (18.4%) | loss: 0.415317 | lrm: 1.00 | dt: 125ms | tok/sec: 525,579 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00454 (18.4%) | loss: 0.415722 | lrm: 1.00 | dt: 125ms | tok/sec: 525,635 | mfu: 23.4% | epoch: 1 | remaining: 245s    
step 00455 (18.5%) | loss: 0.415662 | lrm: 1.00 | dt: 125ms | tok/sec: 525,551 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00456 (18.5%) | loss: 0.413046 | lrm: 1.00 | dt: 125ms | tok/sec: 525,542 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00457 (18.5%) | loss: 0.410867 | lrm: 1.00 | dt: 125ms | tok/sec: 524,905 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00458 (18.6%) | loss: 0.409966 | lrm: 1.00 | dt: 125ms | tok/sec: 525,793 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00459 (18.6%) | loss: 0.408591 | lrm: 1.00 | dt: 125ms | tok/sec: 525,654 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00460 (18.7%) | loss: 0.408140 | lrm: 1.00 | dt: 125ms | tok/sec: 525,511 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00461 (18.7%) | loss: 0.406693 | lrm: 1.00 | dt: 125ms | tok/sec: 525,657 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00462 (18.8%) | loss: 0.405179 | lrm: 1.00 | dt: 125ms | tok/sec: 525,711 | mfu: 23.4% | epoch: 1 | remaining: 244s    
step 00463 (18.8%) | loss: 0.405796 | lrm: 1.00 | dt: 125ms | tok/sec: 525,335 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00464 (18.8%) | loss: 0.407236 | lrm: 1.00 | dt: 125ms | tok/sec: 524,523 | mfu: 23.3% | epoch: 1 | remaining: 243s    
step 00465 (18.9%) | loss: 0.407223 | lrm: 1.00 | dt: 125ms | tok/sec: 524,630 | mfu: 23.3% | epoch: 1 | remaining: 243s    
step 00466 (18.9%) | loss: 0.407656 | lrm: 1.00 | dt: 125ms | tok/sec: 525,492 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00467 (19.0%) | loss: 0.408235 | lrm: 1.00 | dt: 125ms | tok/sec: 525,799 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00468 (19.0%) | loss: 0.408166 | lrm: 1.00 | dt: 125ms | tok/sec: 525,460 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00469 (19.0%) | loss: 0.409392 | lrm: 1.00 | dt: 125ms | tok/sec: 525,064 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00470 (19.1%) | loss: 0.409424 | lrm: 1.00 | dt: 125ms | tok/sec: 525,731 | mfu: 23.4% | epoch: 1 | remaining: 243s    
step 00471 (19.1%) | loss: 0.409928 | lrm: 1.00 | dt: 125ms | tok/sec: 525,439 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00472 (19.2%) | loss: 0.408705 | lrm: 1.00 | dt: 125ms | tok/sec: 525,772 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00473 (19.2%) | loss: 0.407901 | lrm: 1.00 | dt: 125ms | tok/sec: 525,391 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00474 (19.3%) | loss: 0.407038 | lrm: 1.00 | dt: 125ms | tok/sec: 525,541 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00475 (19.3%) | loss: 0.407802 | lrm: 1.00 | dt: 125ms | tok/sec: 525,868 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00476 (19.3%) | loss: 0.405723 | lrm: 1.00 | dt: 125ms | tok/sec: 525,750 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00477 (19.4%) | loss: 0.405064 | lrm: 1.00 | dt: 125ms | tok/sec: 525,802 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00478 (19.4%) | loss: 0.406302 | lrm: 1.00 | dt: 125ms | tok/sec: 525,542 | mfu: 23.4% | epoch: 1 | remaining: 242s    
step 00479 (19.5%) | loss: 0.404944 | lrm: 1.00 | dt: 125ms | tok/sec: 525,490 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00480 (19.5%) | loss: 0.404855 | lrm: 1.00 | dt: 125ms | tok/sec: 525,465 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00481 (19.5%) | loss: 0.404151 | lrm: 1.00 | dt: 125ms | tok/sec: 524,607 | mfu: 23.3% | epoch: 1 | remaining: 241s    
step 00482 (19.6%) | loss: 0.403694 | lrm: 1.00 | dt: 125ms | tok/sec: 525,696 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00483 (19.6%) | loss: 0.403253 | lrm: 1.00 | dt: 125ms | tok/sec: 525,864 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00484 (19.7%) | loss: 0.404562 | lrm: 1.00 | dt: 125ms | tok/sec: 525,449 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00485 (19.7%) | loss: 0.404933 | lrm: 1.00 | dt: 125ms | tok/sec: 524,967 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00486 (19.8%) | loss: 0.406025 | lrm: 1.00 | dt: 125ms | tok/sec: 525,443 | mfu: 23.4% | epoch: 1 | remaining: 241s    
step 00487 (19.8%) | loss: 0.405774 | lrm: 1.00 | dt: 125ms | tok/sec: 525,526 | mfu: 23.4% | epoch: 1 | remaining: 240s    
step 00488 (19.8%) | loss: 0.405462 | lrm: 1.00 | dt: 125ms | tok/sec: 525,867 | mfu: 23.4% | epoch: 1 | remaining: 240s    
step 00489 (19.9%) | loss: 0.406602 | lrm: 1.00 | dt: 125ms | tok/sec: 524,654 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00490 (19.9%) | loss: 0.406176 | lrm: 1.00 | dt: 125ms | tok/sec: 524,681 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00491 (20.0%) | loss: 0.405467 | lrm: 1.00 | dt: 125ms | tok/sec: 524,600 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00492 (20.0%) | loss: 0.406725 | lrm: 1.00 | dt: 125ms | tok/sec: 525,146 | mfu: 23.4% | epoch: 1 | remaining: 240s    
step 00493 (20.0%) | loss: 0.406970 | lrm: 1.00 | dt: 125ms | tok/sec: 524,768 | mfu: 23.3% | epoch: 1 | remaining: 240s    
step 00494 (20.1%) | loss: 0.406732 | lrm: 1.00 | dt: 125ms | tok/sec: 525,286 | mfu: 23.4% | epoch: 1 | remaining: 240s    
step 00495 (20.1%) | loss: 0.405537 | lrm: 1.00 | dt: 125ms | tok/sec: 525,150 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00496 (20.2%) | loss: 0.403765 | lrm: 1.00 | dt: 125ms | tok/sec: 525,327 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00497 (20.2%) | loss: 0.402582 | lrm: 1.00 | dt: 125ms | tok/sec: 524,578 | mfu: 23.3% | epoch: 1 | remaining: 239s    
step 00498 (20.3%) | loss: 0.401884 | lrm: 1.00 | dt: 125ms | tok/sec: 525,275 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00499 (20.3%) | loss: 0.401596 | lrm: 1.00 | dt: 125ms | tok/sec: 525,172 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00500 (20.3%) | loss: 0.402996 | lrm: 1.00 | dt: 125ms | tok/sec: 524,965 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00501 (20.4%) | loss: 0.401524 | lrm: 1.00 | dt: 125ms | tok/sec: 525,130 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00502 (20.4%) | loss: 0.399826 | lrm: 1.00 | dt: 125ms | tok/sec: 525,023 | mfu: 23.4% | epoch: 1 | remaining: 239s    
step 00503 (20.5%) | loss: 0.401368 | lrm: 1.00 | dt: 125ms | tok/sec: 525,513 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00504 (20.5%) | loss: 0.401786 | lrm: 1.00 | dt: 125ms | tok/sec: 524,936 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00505 (20.5%) | loss: 0.402253 | lrm: 1.00 | dt: 125ms | tok/sec: 524,211 | mfu: 23.3% | epoch: 1 | remaining: 238s    
step 00506 (20.6%) | loss: 0.402296 | lrm: 1.00 | dt: 125ms | tok/sec: 525,101 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00507 (20.6%) | loss: 0.400714 | lrm: 1.00 | dt: 125ms | tok/sec: 525,166 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00508 (20.7%) | loss: 0.400449 | lrm: 1.00 | dt: 125ms | tok/sec: 525,418 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00509 (20.7%) | loss: 0.399034 | lrm: 1.00 | dt: 125ms | tok/sec: 525,359 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00510 (20.8%) | loss: 0.399671 | lrm: 1.00 | dt: 125ms | tok/sec: 525,144 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00511 (20.8%) | loss: 0.399399 | lrm: 1.00 | dt: 125ms | tok/sec: 525,280 | mfu: 23.4% | epoch: 1 | remaining: 238s    
step 00512 (20.8%) | loss: 0.399986 | lrm: 1.00 | dt: 125ms | tok/sec: 525,318 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00513 (20.9%) | loss: 0.399541 | lrm: 1.00 | dt: 125ms | tok/sec: 524,733 | mfu: 23.3% | epoch: 1 | remaining: 237s    
step 00514 (20.9%) | loss: 0.398179 | lrm: 1.00 | dt: 125ms | tok/sec: 524,955 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00515 (21.0%) | loss: 0.397142 | lrm: 1.00 | dt: 125ms | tok/sec: 525,308 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00516 (21.0%) | loss: 0.395308 | lrm: 1.00 | dt: 125ms | tok/sec: 525,278 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00517 (21.0%) | loss: 0.395347 | lrm: 1.00 | dt: 125ms | tok/sec: 525,171 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00518 (21.1%) | loss: 0.396808 | lrm: 1.00 | dt: 125ms | tok/sec: 524,936 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00519 (21.1%) | loss: 0.396765 | lrm: 1.00 | dt: 125ms | tok/sec: 525,204 | mfu: 23.4% | epoch: 1 | remaining: 237s    
step 00520 (21.2%) | loss: 0.396405 | lrm: 1.00 | dt: 125ms | tok/sec: 524,718 | mfu: 23.3% | epoch: 1 | remaining: 236s    
step 00521 (21.2%) | loss: 0.395255 | lrm: 1.00 | dt: 125ms | tok/sec: 524,725 | mfu: 23.3% | epoch: 1 | remaining: 236s    
step 00522 (21.2%) | loss: 0.397089 | lrm: 1.00 | dt: 125ms | tok/sec: 525,317 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00523 (21.3%) | loss: 0.396378 | lrm: 1.00 | dt: 125ms | tok/sec: 525,283 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00524 (21.3%) | loss: 0.397083 | lrm: 1.00 | dt: 125ms | tok/sec: 525,454 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00525 (21.4%) | loss: 0.397483 | lrm: 1.00 | dt: 125ms | tok/sec: 525,439 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00526 (21.4%) | loss: 0.397114 | lrm: 1.00 | dt: 125ms | tok/sec: 525,346 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00527 (21.5%) | loss: 0.398252 | lrm: 1.00 | dt: 125ms | tok/sec: 525,416 | mfu: 23.4% | epoch: 1 | remaining: 236s    
step 00528 (21.5%) | loss: 0.400061 | lrm: 1.00 | dt: 125ms | tok/sec: 525,220 | mfu: 23.4% | epoch: 1 | remaining: 235s    
step 00529 (21.5%) | loss: 0.397819 | lrm: 1.00 | dt: 125ms | tok/sec: 524,326 | mfu: 23.3% | epoch: 1 | remaining: 235s    
step 00530 (21.6%) | loss: 0.399935 | lrm: 1.00 | dt: 125ms | tok/sec: 523,921 | mfu: 23.3% | epoch: 1 | remaining: 235s    
step 00531 (21.6%) | loss: 0.398870 | lrm: 1.00 | dt: 125ms | tok/sec: 524,508 | mfu: 23.3% | epoch: 1 | remaining: 235s    
step 00532 (21.7%) | loss: 0.396908 | lrm: 1.00 | dt: 125ms | tok/sec: 525,447 | mfu: 23.4% | epoch: 1 | remaining: 235s    
step 00533 (21.7%) | loss: 0.395469 | lrm: 1.00 | dt: 125ms | tok/sec: 525,272 | mfu: 23.4% | epoch: 1 | remaining: 235s    
step 00534 (21.7%) | loss: 0.396172 | lrm: 1.00 | dt: 125ms | tok/sec: 525,329 | mfu: 23.4% | epoch: 1 | remaining: 235s    
step 00535 (21.8%) | loss: 0.394610 | lrm: 1.00 | dt: 125ms | tok/sec: 525,219 | mfu: 23.4% | epoch: 1 | remaining: 235s    
step 00536 (21.8%) | loss: 0.395253 | lrm: 1.00 | dt: 125ms | tok/sec: 525,368 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00537 (21.9%) | loss: 0.396972 | lrm: 1.00 | dt: 125ms | tok/sec: 524,752 | mfu: 23.3% | epoch: 1 | remaining: 234s    
step 00538 (21.9%) | loss: 0.395819 | lrm: 1.00 | dt: 125ms | tok/sec: 525,329 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00539 (22.0%) | loss: 0.395603 | lrm: 1.00 | dt: 125ms | tok/sec: 525,420 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00540 (22.0%) | loss: 0.396005 | lrm: 1.00 | dt: 125ms | tok/sec: 525,332 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00541 (22.0%) | loss: 0.397775 | lrm: 1.00 | dt: 125ms | tok/sec: 525,079 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00542 (22.1%) | loss: 0.397980 | lrm: 1.00 | dt: 125ms | tok/sec: 525,114 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00543 (22.1%) | loss: 0.396797 | lrm: 1.00 | dt: 125ms | tok/sec: 525,232 | mfu: 23.4% | epoch: 1 | remaining: 234s    
step 00544 (22.2%) | loss: 0.397477 | lrm: 1.00 | dt: 125ms | tok/sec: 525,102 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00545 (22.2%) | loss: 0.398044 | lrm: 1.00 | dt: 125ms | tok/sec: 524,910 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00546 (22.2%) | loss: 0.399704 | lrm: 1.00 | dt: 125ms | tok/sec: 525,448 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00547 (22.3%) | loss: 0.399048 | lrm: 1.00 | dt: 125ms | tok/sec: 525,469 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00548 (22.3%) | loss: 0.398438 | lrm: 1.00 | dt: 125ms | tok/sec: 525,422 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00549 (22.4%) | loss: 0.397981 | lrm: 1.00 | dt: 125ms | tok/sec: 525,284 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00550 (22.4%) | loss: 0.397322 | lrm: 1.00 | dt: 125ms | tok/sec: 525,274 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00551 (22.5%) | loss: 0.398474 | lrm: 1.00 | dt: 125ms | tok/sec: 525,385 | mfu: 23.4% | epoch: 1 | remaining: 233s    
step 00552 (22.5%) | loss: 0.396315 | lrm: 1.00 | dt: 125ms | tok/sec: 525,251 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00553 (22.5%) | loss: 0.395692 | lrm: 1.00 | dt: 125ms | tok/sec: 525,068 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00554 (22.6%) | loss: 0.395219 | lrm: 1.00 | dt: 125ms | tok/sec: 525,024 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00555 (22.6%) | loss: 0.396505 | lrm: 1.00 | dt: 125ms | tok/sec: 525,330 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00556 (22.7%) | loss: 0.397089 | lrm: 1.00 | dt: 125ms | tok/sec: 525,167 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00557 (22.7%) | loss: 0.397472 | lrm: 1.00 | dt: 125ms | tok/sec: 525,192 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00558 (22.7%) | loss: 0.399530 | lrm: 1.00 | dt: 125ms | tok/sec: 524,823 | mfu: 23.4% | epoch: 1 | remaining: 232s    
step 00559 (22.8%) | loss: 0.398829 | lrm: 1.00 | dt: 125ms | tok/sec: 523,755 | mfu: 23.3% | epoch: 1 | remaining: 232s    
step 00560 (22.8%) | loss: 0.397877 | lrm: 1.00 | dt: 125ms | tok/sec: 524,663 | mfu: 23.3% | epoch: 1 | remaining: 231s    
step 00561 (22.9%) | loss: 0.397506 | lrm: 1.00 | dt: 125ms | tok/sec: 524,326 | mfu: 23.3% | epoch: 1 | remaining: 231s    
step 00562 (22.9%) | loss: 0.397244 | lrm: 1.00 | dt: 125ms | tok/sec: 525,113 | mfu: 23.4% | epoch: 1 | remaining: 231s    
step 00563 (23.0%) | loss: 0.397542 | lrm: 1.00 | dt: 125ms | tok/sec: 525,378 | mfu: 23.4% | epoch: 1 | remaining: 231s    
step 00564 (23.0%) | loss: 0.397579 | lrm: 1.00 | dt: 125ms | tok/sec: 525,342 | mfu: 23.4% | epoch: 1 | remaining: 231s    
step 00565 (23.0%) | loss: 0.397988 | lrm: 1.00 | dt: 125ms | tok/sec: 525,155 | mfu: 23.4% | epoch: 1 | remaining: 231s    
step 00566 (23.1%) | loss: 0.397019 | lrm: 1.00 | dt: 125ms | tok/sec: 524,674 | mfu: 23.3% | epoch: 1 | remaining: 231s    
step 00567 (23.1%) | loss: 0.396379 | lrm: 1.00 | dt: 125ms | tok/sec: 524,985 | mfu: 23.4% | epoch: 1 | remaining: 231s    
step 00568 (23.2%) | loss: 0.396715 | lrm: 1.00 | dt: 125ms | tok/sec: 524,992 | mfu: 23.4% | epoch: 1 | remaining: 230s    
step 00569 (23.2%) | loss: 0.396150 | lrm: 1.00 | dt: 125ms | tok/sec: 524,450 | mfu: 23.3% | epoch: 1 | remaining: 230s    
step 00570 (23.2%) | loss: 0.397140 | lrm: 1.00 | dt: 125ms | tok/sec: 524,539 | mfu: 23.3% | epoch: 1 | remaining: 230s    
step 00571 (23.3%) | loss: 0.396714 | lrm: 1.00 | dt: 125ms | tok/sec: 524,678 | mfu: 23.3% | epoch: 1 | remaining: 230s    
step 00572 (23.3%) | loss: 0.396676 | lrm: 1.00 | dt: 125ms | tok/sec: 525,258 | mfu: 23.4% | epoch: 1 | remaining: 230s    
step 00573 (23.4%) | loss: 0.396094 | lrm: 1.00 | dt: 125ms | tok/sec: 525,358 | mfu: 23.4% | epoch: 1 | remaining: 230s    
step 00574 (23.4%) | loss: 0.394766 | lrm: 1.00 | dt: 125ms | tok/sec: 525,559 | mfu: 23.4% | epoch: 1 | remaining: 230s    
step 00575 (23.5%) | loss: 0.394814 | lrm: 1.00 | dt: 125ms | tok/sec: 525,240 | mfu: 23.4% | epoch: 1 | remaining: 230s    
